1329566166 1 0 0
1329566536 2 0 0
1329566968 3 0 0
1329571091 4 0 0
1329572080 5 0 0
1329576085 6 0 0
1329580517 7 0 0
1329582982 8 0 0
1329583510 9 0 0
1329585636 10 0 0
1329586780 11 0 0
1329657760 11 1 0
1329657829 12 1 0
1329658557 12 2 0
1329658930 13 2 0
1329658944 13 2 1
1329660013 14 2 1
1329660280 15 2 1
1329660308 16 2 1
1329661664 17 2 1
1329661698 18 2 1
1329661769 19 2 1
1329663478 20 2 1
1329664177 21 2 1
1329664546 21 2 2
1329669689 21 3 2
1329669692 21 4 2
1329669791 21 5 2
1329670186 21 6 2
1329670281 21 7 2
