1329566166 0 0 0
1329566536 3 0 0
1329566968 678 0 0
1329571091 800 0 0
1329572080 842 0 0
1329576085 943 0 0
1329580517 1011 0 0
1329582982 1032 0 0
1329583510 1037 0 0
1329585636 1082 0 0
1329586780 1083 0 0
1329657760 1083 862 0
1329657829 1084 862 0
1329658557 1084 862 0
1329658930 1140 862 0
1329658944 1140 862 0
1329660013 1183 862 0
1329660280 1236 862 0
1329660308 1236 862 0
1329661664 1242 862 0
1329661698 1255 862 0
1329661769 1260 862 0
1329663478 1265 862 0
1329664177 1265 862 0
1329664546 1265 862 0
1329669689 1265 923 0
1329669692 1265 923 0
1329669791 1265 923 0
